route,depart_date,base_price,price,historical_mean,demand_index
DEL-GOA,2025-03-25T00:00:00,5200,5305.0,5135.18,1.096
DEL-BLR,2025-04-09T00:00:00,4200,3965.0,4259.57,0.964
HYD-DEL,2025-01-05T00:00:00,4000,4683.0,3959.32,1.165
DEL-CDG,2025-02-21T00:00:00,82000,82160.0,81879.47,1.005
DEL-LHR,2025-04-08T00:00:00,78000,74503.0,78809.47,1.018
DEL-MAA,2025-01-07T00:00:00,4800,5050.0,4731.56,1.124
MAA-DEL,2025-01-03T00:00:00,4800,4913.0,4719.36,1.049
DEL-DXB,2025-03-13T00:00:00,23000,21328.0,22540.02,0.984
DEL-DXB,2025-02-26T00:00:00,23000,22139.0,22540.02,1.027
DEL-HYD,2025-01-30T00:00:00,4000,3629.0,3948.02,0.965
GOA-DEL,2025-03-21T00:00:00,5200,5522.0,5301.36,1.014
DEL-BOM,2025-01-01T00:00:00,4500,5889.0,4474.38,1.057
BLR-DEL,2025-02-04T00:00:00,4200,4007.0,4167.2,0.98
DEL-DXB,2025-02-21T00:00:00,23000,26518.0,22540.02,1.134
DEL-BLR,2025-02-10T00:00:00,4200,4654.0,4259.57,1.118
DEL-DXB,2025-01-18T00:00:00,23000,23399.0,22540.02,1.0
DEL-BOM,2025-01-31T00:00:00,4500,4422.0,4474.38,0.978
DEL-LHR,2025-01-14T00:00:00,78000,67639.0,78809.47,0.843
DEL-CDG,2025-04-07T00:00:00,82000,79273.0,81879.47,1.021
BOM-DEL,2025-03-20T00:00:00,4500,4584.0,4573.91,1.014
DEL-BOM,2025-03-30T00:00:00,4500,5260.0,4474.38,1.066
DEL-MAA,2025-01-19T00:00:00,4800,4813.0,4731.56,1.016
BOM-LHR,2025-04-09T00:00:00,80000,76305.0,78553.85,0.962
BOM-DEL,2025-04-02T00:00:00,4500,4669.0,4573.91,1.018
MAA-DEL,2025-04-03T00:00:00,4800,4513.0,4719.36,0.943
DEL-LHR,2025-01-23T00:00:00,78000,79962.0,78809.47,0.943
DEL-SIN,2025-03-04T00:00:00,42000,45507.0,41912.03,1.111
DEL-DXB,2025-03-28T00:00:00,23000,23367.0,22540.02,0.965
MAA-SIN,2025-04-06T00:00:00,43000,43342.0,43609.84,1.057
DEL-GOA,2025-02-17T00:00:00,5200,4876.0,5135.18,1.023
DEL-SIN,2025-02-22T00:00:00,42000,48442.0,41912.03,1.089
BOM-DXB,2025-03-09T00:00:00,23500,24770.0,23934.7,0.969
MAA-DEL,2025-01-21T00:00:00,4800,4226.0,4719.36,0.971
DEL-JFK,2025-03-04T00:00:00,150000,152993.0,148984.21,0.942
DEL-BLR,2025-03-06T00:00:00,4200,3838.0,4259.57,0.93
DEL-JFK,2025-02-06T00:00:00,150000,134416.0,148984.21,0.904
DEL-BLR,2025-01-15T00:00:00,4200,4352.0,4259.57,0.952
DEL-SIN,2025-03-22T00:00:00,42000,36941.0,41912.03,0.91
DEL-DXB,2025-03-06T00:00:00,23000,20329.0,22540.02,0.913
DEL-MAA,2025-04-03T00:00:00,4800,5458.0,4731.56,1.072
BOM-DEL,2025-03-21T00:00:00,4500,5209.0,4573.91,1.03
BLR-DEL,2025-03-29T00:00:00,4200,3828.0,4167.2,0.83
GOA-DEL,2025-03-05T00:00:00,5200,5392.0,5301.36,0.976
DEL-BOM,2025-01-17T00:00:00,4500,3970.0,4474.38,0.835
GOA-DEL,2025-04-02T00:00:00,5200,4763.0,5301.36,0.977
DEL-DXB,2025-03-18T00:00:00,23000,23439.0,22540.02,1.034
HYD-DEL,2025-03-20T00:00:00,4000,4444.0,3959.32,1.026
BOM-DEL,2025-02-07T00:00:00,4500,5403.0,4573.91,1.057
DEL-CDG,2025-03-14T00:00:00,82000,81153.0,81879.47,0.978
GOA-DEL,2025-01-20T00:00:00,5200,5406.0,5301.36,0.989
DEL-CDG,2025-02-18T00:00:00,82000,66847.0,81879.47,0.852
DEL-BOM,2025-04-06T00:00:00,4500,5584.0,4474.38,1.07
DEL-CDG,2025-01-26T00:00:00,82000,86352.0,81879.47,1.026
DEL-DXB,2025-01-17T00:00:00,23000,22409.0,22540.02,0.989
DEL-BKK,2025-03-17T00:00:00,26000,31400.0,26199.07,0.85
DEL-CDG,2025-02-20T00:00:00,82000,81961.0,81879.47,1.08
MAA-SIN,2025-03-27T00:00:00,43000,34667.0,43609.84,0.85
DEL-MAA,2025-02-25T00:00:00,4800,4346.0,4731.56,0.902
DEL-SFO,2025-04-07T00:00:00,155000,165567.0,153026.8,1.075
HYD-DEL,2025-01-16T00:00:00,4000,4340.0,3959.32,1.105
DEL-JFK,2025-03-28T00:00:00,150000,194917.0,148984.21,1.095
DEL-BOM,2025-03-11T00:00:00,4500,4790.0,4474.38,1.014
DEL-HYD,2025-04-06T00:00:00,4000,4736.0,3948.02,1.085
DEL-BOM,2025-01-02T00:00:00,4500,4061.0,4474.38,0.877
BLR-DEL,2025-03-03T00:00:00,4200,5156.0,4167.2,1.153
DEL-LHR,2025-03-21T00:00:00,78000,97595.0,78809.47,1.133
GOA-DEL,2025-01-30T00:00:00,5200,5214.0,5301.36,0.955
DEL-MAA,2025-01-02T00:00:00,4800,5108.0,4731.56,1.126
GOA-DEL,2025-01-03T00:00:00,5200,6174.0,5301.36,1.039
DEL-LHR,2025-01-01T00:00:00,78000,105404.0,78809.47,0.956
DEL-JFK,2025-02-15T00:00:00,150000,140319.0,148984.21,0.901
DEL-CDG,2025-04-06T00:00:00,82000,73722.0,81879.47,0.935
DEL-SIN,2025-01-30T00:00:00,42000,50923.0,41912.03,1.16
MAA-DEL,2025-03-07T00:00:00,4800,3862.0,4719.36,0.82
MAA-SIN,2025-01-14T00:00:00,43000,42780.0,43609.84,0.951
DEL-DXB,2025-01-22T00:00:00,23000,21928.0,22540.02,0.964
DEL-DXB,2025-01-26T00:00:00,23000,23553.0,22540.02,1.054
MAA-SIN,2025-01-12T00:00:00,43000,47941.0,43609.84,1.023
DEL-JFK,2025-04-06T00:00:00,150000,180807.0,148984.21,1.087
DEL-LHR,2025-03-27T00:00:00,78000,77404.0,78809.47,1.023
DEL-SIN,2025-01-05T00:00:00,42000,40061.0,41912.03,0.9
DEL-BOM,2025-01-06T00:00:00,4500,5421.0,4474.38,1.165
DEL-BLR,2025-02-04T00:00:00,4200,4563.0,4259.57,1.029
GOA-DEL,2025-03-17T00:00:00,5200,5871.0,5301.36,0.941
MAA-DEL,2025-01-09T00:00:00,4800,5082.0,4719.36,1.135
MAA-SIN,2025-02-21T00:00:00,43000,46149.0,43609.84,1.051
MAA-SIN,2025-03-20T00:00:00,43000,43003.0,43609.84,0.993
DEL-SFO,2025-03-12T00:00:00,155000,164090.0,153026.8,1.095
BOM-DXB,2025-04-01T00:00:00,23500,23362.0,23934.7,0.981
DEL-BLR,2025-04-02T00:00:00,4200,4207.0,4259.57,1.001
BOM-DXB,2025-03-05T00:00:00,23500,21005.0,23934.7,0.862
HYD-DEL,2025-04-08T00:00:00,4000,4021.0,3959.32,0.913
MAA-DEL,2025-03-06T00:00:00,4800,5172.0,4719.36,1.087
BOM-DXB,2025-03-11T00:00:00,23500,23959.0,23934.7,0.97
GOA-DEL,2025-03-18T00:00:00,5200,5469.0,5301.36,1.016
DEL-BOM,2025-02-11T00:00:00,4500,4526.0,4474.38,1.006
DEL-BLR,2025-01-14T00:00:00,4200,4086.0,4259.57,0.952
BOM-DEL,2025-01-16T00:00:00,4500,4625.0,4573.91,0.98
DEL-GOA,2025-01-01T00:00:00,5200,5912.0,5135.18,0.955
BOM-DEL,2025-03-29T00:00:00,4500,4961.0,4573.91,1.002
DEL-BKK,2025-04-08T00:00:00,26000,24365.0,26199.07,0.913
BLR-DEL,2025-03-08T00:00:00,4200,4083.0,4167.2,0.833
HYD-DEL,2025-02-10T00:00:00,4000,4385.0,3959.32,1.089
DEL-BLR,2025-01-21T00:00:00,4200,4227.0,4259.57,0.991
DEL-GOA,2025-02-16T00:00:00,5200,4192.0,5135.18,0.8
DEL-JFK,2025-02-12T00:00:00,150000,154268.0,148984.21,0.943
DEL-LHR,2025-01-09T00:00:00,78000,88946.0,78809.47,1.016
DEL-SIN,2025-02-24T00:00:00,42000,35231.0,41912.03,0.92
DEL-LHR,2025-01-29T00:00:00,78000,77321.0,78809.47,0.976
HYD-DEL,2025-02-01T00:00:00,4000,4379.0,3959.32,1.07
DEL-BKK,2025-03-09T00:00:00,26000,29771.0,26199.07,0.981
DEL-LHR,2025-04-01T00:00:00,78000,70193.0,78809.47,0.898
DEL-JFK,2025-04-10T00:00:00,150000,161214.0,148984.21,0.971
MAA-DEL,2025-03-04T00:00:00,4800,3992.0,4719.36,0.897
DEL-SFO,2025-02-21T00:00:00,155000,169412.0,153026.8,1.047
DEL-GOA,2025-03-28T00:00:00,5200,5538.0,5135.18,1.08
DEL-HYD,2025-02-27T00:00:00,4000,3225.0,3948.02,0.884
BLR-DEL,2025-03-31T00:00:00,4200,4787.0,4167.2,1.027
DEL-JFK,2025-01-07T00:00:00,150000,155149.0,148984.21,0.989
DEL-HYD,2025-03-17T00:00:00,4000,5243.0,3948.02,1.028
DEL-GOA,2025-04-10T00:00:00,5200,5238.0,5135.18,1.025
MAA-SIN,2025-04-10T00:00:00,43000,38971.0,43609.84,0.977
DEL-CDG,2025-01-06T00:00:00,82000,78786.0,81879.47,0.967
MAA-DEL,2025-01-11T00:00:00,4800,4866.0,4719.36,0.986
DEL-DXB,2025-03-24T00:00:00,23000,22222.0,22540.02,0.975
DEL-MAA,2025-03-16T00:00:00,4800,4921.0,4731.56,0.941
DEL-LHR,2025-03-26T00:00:00,78000,88176.0,78809.47,1.11
HYD-DEL,2025-02-26T00:00:00,4000,4075.0,3959.32,1.007
GOA-DEL,2025-02-17T00:00:00,5200,4567.0,5301.36,0.887
DEL-BOM,2025-02-22T00:00:00,4500,5080.0,4474.38,1.031
DEL-BLR,2025-01-22T00:00:00,4200,3701.0,4259.57,0.882
BOM-DXB,2025-02-07T00:00:00,23500,30493.0,23934.7,1.157
DEL-MAA,2025-03-01T00:00:00,4800,5204.0,4731.56,0.991
DEL-SIN,2025-03-26T00:00:00,42000,44262.0,41912.03,1.084
DEL-BOM,2025-03-18T00:00:00,4500,5132.0,4474.38,1.096
DEL-HYD,2025-02-25T00:00:00,4000,3804.0,3948.02,0.999
DEL-BKK,2025-01-16T00:00:00,26000,26452.0,26199.07,0.956
BOM-DEL,2025-03-27T00:00:00,4500,4411.0,4573.91,0.914
HYD-DEL,2025-01-06T00:00:00,4000,4077.0,3959.32,1.002
MAA-SIN,2025-02-07T00:00:00,43000,48553.0,43609.84,1.07
DEL-LHR,2025-01-16T00:00:00,78000,85687.0,78809.47,0.995
BOM-DEL,2025-02-13T00:00:00,4500,4709.0,4573.91,0.958
GOA-DEL,2025-03-11T00:00:00,5200,5103.0,5301.36,0.991
BOM-DXB,2025-02-02T00:00:00,23500,25676.0,23934.7,1.029
BOM-LHR,2025-03-27T00:00:00,80000,72423.0,78553.85,0.858
BLR-DEL,2025-01-31T00:00:00,4200,4853.0,4167.2,1.101
BOM-LHR,2025-03-29T00:00:00,80000,87940.0,78553.85,1.036
HYD-DEL,2025-03-13T00:00:00,4000,4930.0,3959.32,1.183
DEL-SIN,2025-01-24T00:00:00,42000,42474.0,41912.03,1.007
BOM-DXB,2025-04-07T00:00:00,23500,22188.0,23934.7,0.953
DEL-BLR,2025-03-29T00:00:00,4200,4096.0,4259.57,0.98
MAA-SIN,2025-03-24T00:00:00,43000,40674.0,43609.84,0.964
BOM-DEL,2025-01-31T00:00:00,4500,4381.0,4573.91,0.887
DEL-BKK,2025-02-08T00:00:00,26000,29382.0,26199.07,1.038
DEL-MAA,2025-03-08T00:00:00,4800,5274.0,4731.56,1.022
BLR-DEL,2025-01-22T00:00:00,4200,4080.0,4167.2,0.947
BOM-LHR,2025-02-08T00:00:00,80000,91378.0,78553.85,1.127
DEL-DXB,2025-02-14T00:00:00,23000,30129.0,22540.02,1.078
DEL-CDG,2025-01-25T00:00:00,82000,77637.0,81879.47,0.96
DEL-DXB,2025-04-06T00:00:00,23000,22619.0,22540.02,0.903
DEL-SIN,2025-01-31T00:00:00,42000,44781.0,41912.03,1.049
DEL-BKK,2025-04-05T00:00:00,26000,26955.0,26199.07,0.917
HYD-DEL,2025-03-02T00:00:00,4000,4916.0,3959.32,1.052
MAA-SIN,2025-03-01T00:00:00,43000,45626.0,43609.84,1.062
DEL-SIN,2025-01-27T00:00:00,42000,40862.0,41912.03,1.052
